test_id	gene	SGCore_FPKM	Total_FPKM	Fold change	Localization	test_stat	p_value	q_value	significant	Number of RNA molecules in SGs per cell	Number of RNA molecules in cell	Fraction of RNA molecules in SGs	Translation efficiency	Transcript length	5'UTR length	3'UTR length	CDS length	GC content	Mito
ENSG00000131069	ACSS2	7.442	10.914	0.682	Neither	0.785165	0.1805	0.322445	no	0.683	8.540	0.080	0.633734939759036	3065	210	#N/A	2145	45.42	Tnon_mito
ENSG00000111058	ACSS3	1.865	1.532	1.217	Neither	-0.424077	0.38615	0.54265	no	0.171	1.199	0.143	3.08510638297872	9254	909	#N/A	2061	35.63	Tpossible_mito
ENSG00000107796	ACTA2	1.672	1.816	0.921	Neither	0.114203	0.84935	0.903949	no	0.153	1.421	0.108	11.9666666666667	1349	400	148	1134	40.29	Tnon_mito
ENSG00000075624	ACTB	1941.520	4395.740	0.442	depleted	4.01964	0.00005	0.000236361	yes	178.219	3439.546	0.052	2.98423104693141	2245	254	25	1128	56.7	Tnon_mito
ENSG00000184009	ACTG1	0.000	2.264	0.000	Neither	#NAME?	0.10895	0.222876	no	0.000	1.771	0.000	2.11290120361083	2256	426	#N/A	1128	61.09	Tnon_mito
ENSG00000136518	ACTL6A	42.059	169.145	0.249	depleted	3.23731	0.00005	0.000236361	yes	3.861	132.351	0.029	1.59259259259259	1901	245	#N/A	1290	39.25	Tnon_mito
ENSG00000072110	ACTN1	396.787	304.795	1.302	Neither	-1.13787	0.0298	0.0756628	no	36.423	238.494	0.153	1.81121331581253	4674	476	72	2793	50.81	Tnon_mito
ENSG00000130402	ACTN4	205.338	178.088	1.153	Neither	-0.710582	0.2023	0.348143	no	18.849	139.349	0.135	4.16366612111293	4963	75	#N/A	2736	53.01	Tnon_mito
ENSG00000131966	ACTR10	27.127	30.235	0.897	Neither	0.296697	0.6068	0.730995	no	2.490	23.658	0.105	1.54047802621434	2419	137	1084	1254	38.67	Tnon_mito
ENSG00000138107	ACTR1A	45.069	54.505	0.827	Neither	1.03349	0.0624	0.141025	no	4.137	42.649	0.097	2.61723329425557	3519	63	1695	1131	50.48	Tnon_mito
ENSG00000115073	ACTR1B	12.617	20.061	0.629	Neither	3.03	0.00005	0.000236361	yes	1.158	15.697	0.074	0.414514145141451	2243	216	894	1131	58.67	Tnon_mito
ENSG00000138071	ACTR2	21.715	63.863	0.340	depleted	4.48159	0.00005	0.000236361	yes	1.993	49.971	0.040	1.21552185548617	3861	270	2518	1200	39.48	Tnon_mito
ENSG00000115091	ACTR3	102.541	199.555	0.514	Neither	3.45891	0.00005	0.000236361	yes	9.413	156.146	0.060	1.08364599426175	6718	319	135	1257	36.61	Tnon_mito
ENSG00000101442	ACTR5	5.281	6.353	0.831	Neither	1.15639	0.03985	0.0969153	no	0.485	4.971	0.098	0.533018867924528	2565	36	703	1824	44.84	Tnon_mito
ENSG00000075089	ACTR6	1.921	7.386	0.260	depleted	2.98631	0.00005	0.000236361	yes	0.176	5.779	0.031	1.16194331983806	2464	986	#N/A	1191	41	Tnon_mito
ENSG00000113812	ACTR8	18.298	16.497	1.109	Neither	-0.455963	0.42755	0.5812	no	1.680	12.908	0.130	0.399270072992701	3629	191	65	1875	42.11	Tnon_mito
ENSG00000115170	ACVR1	12.566	6.380	1.969	Neither	-4.13389	0.00005	0.000236361	yes	1.153	4.992	0.231	1.44512195121951	3047	259	#N/A	1530	40.31	Tnon_mito
ENSG00000135503	ACVR1B	16.297	7.635	2.135	enriched	-2.17849	0.0002	0.000861904	yes	1.496	5.974	0.250	1.14661654135338	4563	131	2967	1641	44.84	Tnon_mito
ENSG00000121989	ACVR2A	6.275	7.714	0.814	Neither	0.44073	0.29715	0.453385	no	0.576	6.036	0.095	0.813559322033898	5728	635	3549	1542	35.46	Tnon_mito
ENSG00000114739	ACVR2B	12.232	3.459	3.537	enriched	-5.11954	0.00005	0.000236361	yes	1.123	2.706	0.415	0.184807256235828	11821	471	9809	1539	47.64	Tnon_mito
ENSG00000243989	ACY1	8.485	18.559	0.457	depleted	1.90343	0.00045	0.00181548	yes	0.779	14.522	0.054	0.861111111111111	1857	311	126	1227	57.5	Tnon_mito
ENSG00000119640	ACYP1	1.864	5.118	0.364	depleted	3.26657	0.00005	0.000236361	yes	0.171	4.005	0.043	1.42857142857143	789	191	416	390	41.66	Tnon_mito
ENSG00000170634	ACYP2	4.093	5.438	0.753	Neither	0.182685	0.74805	0.835641	no	0.376	4.255	0.088	#N/A	1913	483	#N/A	519	40.31	Tmito
ENSG00000196839	ADA	2.343	4.325	0.542	Neither	1.61993	0.0048	0.0153166	yes	0.215	3.384	0.064	1.60245901639344	1770	134	61	1092	53.46	Tnon_mito
ENSG00000168803	ADAL	2.694	3.841	0.701	Neither	1.33188	0.01845	0.0501635	no	0.247	3.006	0.082	0.49034749034749	3767	185	1952	1068	39.85	Tnon_mito
ENSG00000137845	ADAM10	89.626	62.001	1.446	Neither	-1.42113	0.01545	0.0430752	yes	8.227	48.514	0.170	0.870945479641132	11431	443	1566	2247	37.38	Tnon_mito
ENSG00000073670	ADAM11	2.085	3.121	0.668	Neither	1.45641	0.01475	0.0413567	yes	0.191	2.442	0.078	0.716981132075472	4571	175	2091	2310	59.28	Tnon_mito
ENSG00000148848	ADAM12	16.858	11.651	1.447	Neither	-1.47783	0.0089	0.0265296	yes	1.547	9.116	0.170	#N/A	7938	309	785	2730	43.11	Tpossible_mito
ENSG00000143537	ADAM15	27.591	22.214	1.242	Neither	-0.968441	0.0655	0.146807	no	2.533	17.382	0.146	0.543327008222644	4508	100	255	2592	58.25	Tnon_mito
ENSG00000151694	ADAM17	15.928	11.029	1.444	Neither	-2.1688	0.00025	0.00105484	yes	1.462	8.629	0.169	0.302515295717199	4349	186	75	2475	41	Tnon_mito
ENSG00000135074	ADAM19	78.715	36.613	2.150	enriched	-4.54156	0.00005	0.000236361	yes	7.226	28.648	0.252	0.59047619047619	6481	78	#N/A	2868	44.66	Tnon_mito
ENSG00000008277	ADAM22	1.349	1.511	0.892	Neither	0.329437	0.5596	0.694713	no	0.124	1.183	0.105	0.260034904013962	9334	322	6397	2721	37.29	Tnon_mito
ENSG00000114948	ADAM23	4.914	2.182	2.252	enriched	-3.49971	0.00005	0.000236361	yes	0.451	1.708	0.264	0.617204301075269	6330	327	136	2499	38.27	Tnon_mito
ENSG00000197140	ADAM32	1.336	2.314	0.577	Neither	1.53442	0.00535	0.0168794	yes	0.123	1.810	0.068	#N/A	6871	246	109	2364	37.69	Tnon_mito
ENSG00000151651	ADAM8	0.752	1.019	0.738	Neither	0.508737	0.36415	0.52144	no	0.069	0.797	0.087	#N/A	3279	50	138	2475	63.75	Tnon_mito
ENSG00000168615	ADAM9	108.605	45.569	2.383	enriched	-3.97737	0.00005	0.000236361	yes	9.969	35.657	0.280	0.338099243061396	3839	194	1300	2460	37.5	Tnon_mito
ENSG00000154734	ADAMTS1	3.580	1.537	2.329	Neither	-1.62617	0.01305	0.0371563	yes	0.329	1.202	0.273	6.1699604743083	5191	454	1831	2904	45.12	Tnon_mito
ENSG00000151388	ADAMTS12	37.549	17.032	2.205	enriched	-3.67997	0.00005	0.000236361	yes	3.447	13.327	0.259	#N/A	8774	335	140	4785	40.43	Tnon_mito
ENSG00000166106	ADAMTS15	2.913	1.348	2.161	enriched	-4.76703	0.00005	0.000236361	yes	0.267	1.055	0.254	#N/A	5673	#N/A	#N/A	2853	51.65	Tnon_mito
ENSG00000145536	ADAMTS16	6.398	6.932	0.923	Neither	0.0843734	0.8137	0.880426	no	0.587	5.424	0.108	#N/A	4979	137	1165	3675	42.24	Tnon_mito
ENSG00000140470	ADAMTS17	1.140	1.223	0.932	Neither	0.145534	0.7851	0.86157	no	0.105	0.957	0.109	0.182857142857143	6207	105	37	3288	46.62	Tnon_mito
ENSG00000087116	ADAMTS2	0.915	1.328	0.689	Neither	1.16185	0.0305	0.0772146	no	0.084	1.039	0.081	#N/A	6754	101	#N/A	3636	53.87	Tnon_mito
ENSG00000156140	ADAMTS3	13.354	6.000	2.226	enriched	-3.9467	0.00005	0.000236361	yes	1.226	4.695	0.261	0.507575757575758	6409	623	673	3618	35.82	Tnon_mito
ENSG00000049192	ADAMTS6	22.144	25.373	0.873	Neither	0.593005	0.2852	0.440591	no	2.033	19.854	0.102	0.0909090909090909	7311	577	#N/A	3354	35.91	Tnon_mito
ENSG00000178031	ADAMTSL1	5.206	4.194	1.241	Neither	-0.813445	0.15105	0.283641	no	0.478	3.282	0.146	#N/A	8030	338	2401	5289	38.59	Tnon_mito
ENSG00000156218	ADAMTSL3	5.164	2.157	2.394	enriched	-1.8917	0.00255	0.00872669	yes	0.474	1.688	0.281	#N/A	7336	190	#N/A	5076	39.81	Tnon_mito
ENSG00000143382	ADAMTSL4	1.837	1.947	0.943	Neither	0.244553	0.6612	0.773004	no	0.169	1.524	0.111	#N/A	4319	200	#N/A	3294	60.13	Tnon_mito
ENSG00000185761	ADAMTSL5	4.620	5.960	0.775	Neither	0.843229	0.1542	0.287862	no	0.424	4.664	0.091	#N/A	2857	315	996	1416	60.93	Tnon_mito
ENSG00000105963	ADAP1	1.900	2.894	0.656	Neither	0.710803	0.1272	0.249988	no	0.174	2.265	0.077	0.212389380530973	2363	219	3	1158	60.62	Tnon_mito
ENSG00000184060	ADAP2	1.962	1.259	1.558	Neither	-0.77577	0.1241	0.245812	no	0.180	0.985	0.183	0.395833333333333	2934	334	1452	1164	48.03	Tpossible_mito
ENSG00000160710	ADAR	136.796	56.638	2.415	enriched	-3.20395	0.00005	0.000236361	yes	12.557	44.318	0.283	0.657026092423766	6625	869	2738	3681	45.35	Tnon_mito
ENSG00000197381	ADARB1	10.866	6.069	1.790	Neither	-1.79042	0.0022	0.00765145	yes	0.997	4.749	0.210	0.421052631578947	6882	193	1004	2226	45.43	Tnon_mito
ENSG00000065457	ADAT1	48.446	28.042	1.728	Neither	-2.08693	0.0008	0.00305868	yes	4.447	21.942	0.203	0.216121495327103	2768	467	38	1509	44.65	Tnon_mito
ENSG00000189007	ADAT2	1.709	2.655	0.644	Neither	1.41638	0.01435	0.0403384	yes	0.157	2.078	0.076	0.272884283246978	6651	539	#N/A	576	38.36	Tnon_mito
ENSG00000213638	ADAT3	3.038	3.004	1.011	Neither	-0.0269935	0.96325	0.974301	no	0.279	2.351	0.119	1.13333333333333	1620	616	295	1104	60.3	Tnon_mito
ENSG00000142920	ADC	2.239	2.695	0.831	Neither	0.328433	0.5314	0.672248	no	0.206	2.109	0.097	0.186813186813187	5848	211	211	1443	45.93	Tpossible_mito
ENSG00000063761	ADCK1	1.053	1.390	0.758	Neither	0.912471	0.1031	0.213052	no	0.097	1.088	0.089	0.622073578595318	3560	87	562	1572	47.63	Tpossible_mito
ENSG00000133597	ADCK2	2.690	4.137	0.650	Neither	0.774029	0.1648	0.302367	no	0.247	3.237	0.076	0.836180904522613	2377	177	75	1881	50.51	Tmito
ENSG00000163050	ADCK3	9.429	7.104	1.327	Neither	-1.34513	0.009	0.026796	yes	0.865	5.558	0.156	0.515151515151515	5523	2019	#N/A	1944	49.11	Tmito
ENSG00000123815	ADCK4	16.414	32.143	0.511	Neither	1.63458	0.0025	0.00857536	yes	1.507	25.151	0.060	1.23204419889503	2443	298	#N/A	1635	52.66	Tmito
ENSG00000173137	ADCK5	0.607	1.252	0.485	depleted	1.6543	0.00235	0.00811382	yes	0.056	0.979	0.057	0.340659340659341	2027	53	161	1743	57.52	Tpossible_mito
ENSG00000164742	ADCY1	4.373	1.308	3.343	enriched	-3.92295	0.00005	0.000236361	yes	0.401	1.023	0.392	0.0660225442834139	12503	297	9120	3360	47.64	Tnon_mito
ENSG00000138031	ADCY3	126.589	60.962	2.077	enriched	-2.11098	0.00045	0.00181548	yes	11.620	47.701	0.244	0.504587155963303	5050	851	738	3438	50.99	Tnon_mito
ENSG00000174233	ADCY6	16.338	7.025	2.326	enriched	-2.77727	0.00005	0.000236361	yes	1.500	5.497	0.273	1.24220183486239	6464	694	2261	3507	54.36	Tnon_mito
ENSG00000121281	ADCY7	68.923	47.263	1.458	Neither	-0.386518	0.2405	0.391315	no	6.327	36.982	0.171	#N/A	6213	297	2629	3243	54.43	Tnon_mito
ENSG00000162104	ADCY9	9.735	3.526	2.761	enriched	-2.67789	0.00005	0.000236361	yes	0.894	2.759	0.324	0.462640736949846	7725	495	120	4062	47.22	Tnon_mito
ENSG00000087274	ADD1	61.871	33.667	1.838	Neither	-2.58661	0.00005	0.000236361	yes	5.679	26.343	0.216	1.17018526497199	5179	684	1552	2307	44.84	Tnon_mito
ENSG00000148700	ADD3	115.231	112.570	1.024	Neither	-0.0676904	0.906	0.9383	no	10.577	88.083	0.120	1.31319796954315	4337	347	1946	2121	38.65	Tnon_mito
ENSG00000197894	ADH5	29.262	49.514	0.591	Neither	3.11248	0.00005	0.000236361	yes	2.686	38.744	0.069	0.766688697951091	2615	50	30	1125	40.37	Tpossible_mito
ENSG00000182551	ADI1	5.185	11.646	0.445	depleted	3.56806	0.00005	0.000236361	yes	0.476	9.113	0.052	0.48444863336475	3870	2837	301	540	44.71	Tnon_mito
ENSG00000159346	ADIPOR1	17.892	40.223	0.445	depleted	4.28753	0.00005	0.000236361	yes	1.642	31.473	0.052	0.317083162638263	2177	204	19	1128	44.28	Tnon_mito
ENSG00000006831	ADIPOR2	44.043	29.872	1.474	Neither	-1.96997	0.0001	0.000452612	yes	4.043	23.374	0.173	1.31672203765227	4018	164	2605	1161	39.4	Tnon_mito
ENSG00000148671	ADIRF	2.443	2.612	0.935	Neither	0.0641938	0.8889	0.928484	no	0.224	2.044	0.110	#N/A	917	352	80	231	49.87	Tnon_mito
ENSG00000156110	ADK	14.880	22.470	0.662	Neither	2.50357	0.0001	0.000452612	yes	1.366	17.582	0.078	1.09555690809495	2222	383	29	1089	37.42	Tnon_mito
ENSG00000148926	ADM	4.871	4.942	0.986	Neither	0.0710373	0.90115	0.935352	no	0.447	3.867	0.116	2.58823529411765	1889	616	138	558	60.01	Tnon_mito
ENSG00000128165	ADM2	6.108	2.777	2.199	enriched	-4.09042	0.00005	0.000236361	yes	0.561	2.173	0.258	#N/A	4276	291	3536	447	63.64	Tnon_mito
ENSG00000224420	ADM5	1.764	2.111	0.836	Neither	0.170896	0.756	0.841539	no	0.162	1.652	0.098	#N/A	1718	1173	81	462	63.65	Tnon_mito
ENSG00000101126	ADNP	140.867	25.690	5.483	enriched	-7.78405	0.00005	0.000236361	yes	12.931	20.101	0.643	0.701508391756958	6261	414	#N/A	3309	41.52	Tnon_mito
ENSG00000101544	ADNP2	97.121	27.673	3.510	enriched	-5.75417	0.00005	0.000236361	yes	8.915	21.653	0.412	0.411889596602972	5393	441	43	3396	41.81	Tnon_mito
ENSG00000181915	ADO	10.726	9.668	1.110	Neither	-0.721568	0.20835	0.355618	no	0.985	7.565	0.130	1.46753246753247	3627	202	2610	813	47.48	Tpossible_mito
ENSG00000163485	ADORA1	5.818	4.028	1.444	Neither	-1.57358	0.00965	0.0284924	yes	0.534	3.152	0.169	#N/A	3407	863	1503	981	48.14	Tnon_mito
ENSG00000128271	ADORA2A	1.774	1.825	0.972	Neither	0.0128404	0.95395	0.96804	no	0.163	1.428	0.114	0.345454545454545	2736	326	870	1239	59.24	Tnon_mito
ENSG00000170425	ADORA2B	5.896	7.729	0.763	Neither	1.68194	0.00385	0.0125846	yes	0.541	6.048	0.089	0.582278481012658	1875	331	403	999	49.86	Tnon_mito
ENSG00000159322	ADPGK	23.925	25.077	0.954	Neither	0.227027	0.68655	0.791811	no	2.196	19.622	0.112	0.578501628664495	4576	197	152	1491	43.53	Tnon_mito
ENSG00000153531	ADPRHL1	0.598	1.346	0.444	depleted	2.68442	0.00005	0.000236361	yes	0.055	1.053	0.052	0.397260273972603	9759	278	#N/A	5904	55.43	Tnon_mito
ENSG00000116863	ADPRHL2	15.559	17.697	0.879	Neither	0.864045	0.1338	0.259361	no	1.428	13.847	0.103	0.836082474226804	1668	29	545	1092	55.16	Tpossible_mito
ENSG00000170222	ADPRM	0.892	2.717	0.328	depleted	1.99625	0.00275	0.0093326	yes	0.082	2.126	0.039	0.513698630136986	1277	73	88	1029	40.57	Tnon_mito
ENSG00000170214	ADRA1B	4.514	4.145	1.089	Neither	-0.447436	0.42895	0.582538	no	0.414	3.243	0.128	#N/A	1738	122	#N/A	1563	43.85	Tnon_mito
ENSG00000184160	ADRA2C	5.246	5.737	0.914	Neither	0.548368	0.3426	0.499836	no	0.482	4.489	0.107	0.142857142857143	2129	258	#N/A	1389	69.62	Tnon_mito
ENSG00000169252	ADRB2	4.636	3.276	1.415	Neither	-2.02462	0.0006	0.0023628	yes	0.426	2.563	0.166	#N/A	3443	1586	613	1242	51.18	Tnon_mito
ENSG00000173020	ADRBK1	37.838	40.097	0.944	Neither	0.199794	0.72605	0.821051	no	3.473	31.375	0.111	0.410442349528644	4493	289	#N/A	2070	61.02	Tnon_mito
ENSG00000100077	ADRBK2	34.714	9.006	3.855	enriched	-3.9046	0.00005	0.000236361	yes	3.186	7.047	0.452	0.147557328015952	9103	191	6843	2067	40.55	Tnon_mito
ENSG00000130706	ADRM1	132.298	205.377	0.644	Neither	2.46415	0.00005	0.000236361	yes	12.144	160.702	0.076	2.58532778355879	1530	310	100	1224	64.09	Tnon_mito
ENSG00000239900	ADSL	48.914	103.470	0.473	depleted	3.50878	0.00005	0.000236361	yes	4.490	80.962	0.055	0.653565640194489	4359	127	149	1497	44.97	Tpossible_mito
ENSG00000035687	ADSS	9.602	7.633	1.258	Neither	-1.2792	0.02625	0.0680331	no	0.881	5.973	0.148	0.440844009042954	2780	316	1091	1371	38.3	Tnon_mito
ENSG00000106624	AEBP1	46.166	31.374	1.471	Neither	-1.7179	0.00265	0.0090358	yes	4.238	24.550	0.173	#N/A	4081	304	298	3477	62.7	Tnon_mito
ENSG00000139154	AEBP2	55.990	14.414	3.884	enriched	-6.55932	0.00005	0.000236361	yes	5.139	11.278	0.456	1.15480649188514	5099	171	113	1554	40.33	Tnon_mito
ENSG00000181026	AEN	60.226	67.257	0.895	Neither	0.622117	0.25255	0.404989	no	5.528	52.626	0.105	1.00384985563041	5039	293	1987	978	51.46	Tnon_mito
ENSG00000104964	AES	129.476	222.727	0.581	Neither	2.1722	0.00005	0.000236361	yes	11.885	174.278	0.068	4.49041095890411	3274	356	40	795	60.37	Tnon_mito
ENSG00000196526	AFAP1	23.505	8.376	2.806	enriched	-5.00114	0.00005	0.000236361	yes	2.158	6.554	0.329	0.507430997876858	7768	270	76	2445	46.39	Tnon_mito
ENSG00000157510	AFAP1L1	17.945	15.035	1.194	Neither	-0.719293	0.09465	0.199165	no	1.647	11.765	0.140	0.93452380952381	4177	97	1771	2307	46.32	Tnon_mito
ENSG00000172493	AFF1	39.039	14.651	2.665	enriched	-2.37917	0.0003	0.00124724	yes	3.584	11.464	0.313	1.140625	9390	419	5336	3657	41.19	Tnon_mito
ENSG00000144218	AFF3	3.531	1.062	3.323	enriched	-2.60794	0.00005	0.000236361	yes	0.324	0.831	0.390	1.49056603773585	9849	330	86	3756	41.63	Tnon_mito
ENSG00000072364	AFF4	188.857	37.822	4.993	enriched	-4.96855	0.00005	0.000236361	yes	17.336	29.595	0.586	1.00030797659378	9552	375	280	3492	40.42	Tpossible_mito
ENSG00000141385	AFG3L2	71.903	54.317	1.324	Neither	-0.630474	0.24905	0.401265	no	6.600	42.502	0.155	0.439014457340664	3367	231	620	2394	44.7	Tmito
ENSG00000183077	AFMID	7.830	17.091	0.458	depleted	3.68822	0.00005	0.000236361	yes	0.719	13.374	0.054	1.38942307692308	1730	53	#N/A	927	51.08	Tnon_mito
ENSG00000081051	AFP	0.515	2.502	0.206	depleted	4.12327	0.00005	0.000236361	yes	0.047	1.958	0.024	#N/A	2484	99	28	1869	34.51	Tnon_mito
ENSG00000119844	AFTPH	28.753	11.553	2.489	enriched	-4.86812	0.00005	0.000236361	yes	2.639	9.040	0.292	0.416733708769107	4674	307	969	2811	37.29	Tnon_mito
ENSG00000038002	AGA	3.516	12.042	0.292	depleted	4.48136	0.00005	0.000236361	yes	0.323	9.422	0.034	1.07142857142857	2107	127	937	1041	39.89	Tnon_mito
ENSG00000157985	AGAP1	36.046	17.040	2.115	enriched	-2.81561	0.00005	0.000236361	yes	3.309	13.333	0.248	0.516087516087516	10832	597	2431	3210	47.33	Tnon_mito
ENSG00000135439	AGAP2	8.047	2.772	2.902	enriched	-1.69625	0.00235	0.00811382	yes	0.739	2.169	0.340	#N/A	5388	85	97	3579	57.66	Tpossible_mito
ENSG00000133612	AGAP3	13.811	9.804	1.409	Neither	-1.14799	0.04295	0.103407	no	1.268	7.671	0.165	0.57503234152652	3751	142	#N/A	2736	57.73	Tnon_mito
ENSG00000084693	AGBL5	15.724	24.958	0.630	Neither	1.72604	0.00175	0.00623076	yes	1.443	19.529	0.074	0.220713073005093	3261	366	356	2661	48.47	Tnon_mito
ENSG00000173744	AGFG1	34.807	30.745	1.132	Neither	-0.712242	0.2168	0.365415	no	3.195	24.057	0.133	1.33037694013304	8668	351	63	1755	37.09	Tnon_mito
ENSG00000106351	AGFG2	9.347	5.647	1.655	Neither	-2.67789	0.00005	0.000236361	yes	0.858	4.419	0.194	1.56060606060606	4796	135	3227	1446	49.83	Tnon_mito
ENSG00000164252	AGGF1	9.752	8.768	1.112	Neither	-0.447717	0.41795	0.572004	no	0.895	6.861	0.130	0.27632183908046	4509	381	#N/A	2145	39.02	Tnon_mito
ENSG00000006530	AGK	10.164	8.810	1.154	Neither	-0.70303	0.22255	0.371925	no	0.933	6.893	0.135	0.950361944157187	3849	245	#N/A	1269	39.59	Tmito
ENSG00000162688	AGL	9.621	3.553	2.708	enriched	-3.95581	0.00005	0.000236361	yes	0.883	2.780	0.318	0.589340999557718	7446	409	2368	4599	36.47	Tnon_mito
ENSG00000092847	AGO1	43.155	16.425	2.627	enriched	-6.06965	0.00005	0.000236361	yes	3.961	12.852	0.308	0.596894409937888	13708	212	#N/A	2574	44.84	Tnon_mito
ENSG00000123908	AGO2	427.544	169.129	2.528	enriched	-2.57941	0.00005	0.000236361	yes	39.246	132.339	0.297	0.710084033613445	14581	115	102	2580	51.18	Tnon_mito
ENSG00000126070	AGO3	20.683	15.184	1.362	Neither	-1.0689	0.0584	0.133444	no	1.899	11.881	0.160	0.385996409335727	19687	348	16754	2583	38.75	Tnon_mito
ENSG00000134698	AGO4	4.586	1.834	2.500	Neither	-1.19575	0.03765	0.0924116	no	0.421	1.435	0.293	0.354120267260579	7116	244	4284	2586	41.53	Tnon_mito
ENSG00000169692	AGPAT2	8.043	19.389	0.415	depleted	5.23638	0.00005	0.000236361	yes	0.738	15.171	0.049	3.33609958506224	1512	65	351	837	62.68	Tnon_mito
ENSG00000026652	AGPAT4	2.720	4.077	0.667	Neither	1.33536	0.01655	0.0456474	yes	0.250	3.190	0.078	0.730232558139535	7865	123	277	1137	45.36	Tnon_mito
ENSG00000155189	AGPAT5	20.769	20.506	1.013	Neither	-0.0473427	0.93655	0.957395	no	1.906	16.045	0.119	0.729306487695749	3685	311	2277	1095	38.61	Tmito
ENSG00000158669	AGPAT6	120.847	67.052	1.802	Neither	-2.60265	0.00005	0.000236361	yes	11.093	52.467	0.211	0.40405701754386	6298	847	#N/A	1371	45.7	Tnon_mito
ENSG00000138678	AGPAT9	15.520	12.341	1.258	Neither	-0.890729	0.1134	0.229872	no	1.425	9.656	0.148	3.27777777777778	2633	211	1107	1305	40.09	Tnon_mito
ENSG00000018510	AGPS	27.600	50.900	0.542	Neither	1.76247	0.0025	0.00857536	yes	2.533	39.828	0.064	0.781854238968765	7764	145	512	1977	36.51	Tpossible_mito
ENSG00000188157	AGRN	145.695	94.948	1.534	Neither	-1.01854	0.0349	0.0866742	no	13.374	74.295	0.180	1.68365553602812	7394	449	1134	6138	65.71	Tnon_mito
ENSG00000135049	AGTPBP1	5.609	4.943	1.135	Neither	-0.59597	0.2883	0.444155	no	0.515	3.868	0.133	0.273623312620527	4473	111	437	3837	36.66	Tpossible_mito
ENSG00000177674	AGTRAP	9.156	18.961	0.483	depleted	4.29424	0.00005	0.000236361	yes	0.840	14.836	0.057	3.21875	1116	124	346	480	54.37	Tnon_mito
ENSG00000153207	AHCTF1	123.932	39.864	3.109	enriched	-3.71303	0.00005	0.000236361	yes	11.376	31.193	0.365	0.230176355323318	8751	400	74	6906	38.75	Tnon_mito
ENSG00000101444	AHCY	50.515	109.116	0.463	depleted	4.49652	0.00005	0.000236361	yes	4.637	85.380	0.054	1.0539914468995	2366	330	763	1299	50.38	Tnon_mito
ENSG00000168710	AHCYL1	27.574	30.242	0.912	Neither	0.436416	0.43705	0.589474	no	2.531	23.664	0.107	1.11428571428571	4313	778	2054	1593	40.97	Tnon_mito
ENSG00000158467	AHCYL2	2.161	2.151	1.005	Neither	-0.0145297	0.9766	0.982954	no	0.198	1.683	0.118	0.979166666666667	5056	371	3165	1836	39.97	Tnon_mito
ENSG00000126705	AHDC1	9.044	2.132	4.242	enriched	-3.32943	0.00005	0.000236361	yes	0.830	1.668	0.498	2.29323308270677	6438	235	42	4812	56.39	Tnon_mito
ENSG00000135541	AHI1	11.071	7.696	1.439	Neither	-1.12494	0.05665	0.129999	no	1.016	6.022	0.169	0.256706996317728	5921	327	#N/A	3591	36.31	Tnon_mito
ENSG00000124942	AHNAK	798.084	115.321	6.921	enriched	-4.60929	0.00005	0.000236361	yes	73.259	90.236	0.812	0.5150955021565	18787	175	838	17673	50.05	Tnon_mito
ENSG00000185567	AHNAK2	55.622	5.056	11.001	enriched	-10.4841	0.00005	0.000236361	yes	5.106	3.956	1.291	0.333333333333333	18335	119	#N/A	17388	57.28	Tnon_mito
ENSG00000063438	AHRR	5.458	2.823	1.933	Neither	-1.26384	0.02085	0.0557511	no	0.501	2.209	0.227	0.0866425992779783	5661	399	#N/A	2160	52.27	Tnon_mito
ENSG00000100591	AHSA1	233.967	214.422	1.091	Neither	-0.571357	0.3179	0.474704	no	21.477	167.779	0.128	0.56048632218845	1402	190	224	1017	46.04	Tnon_mito
ENSG00000173209	AHSA2	7.599	11.603	0.655	Neither	0.227198	0.25095	0.40327	no	0.698	9.079	0.077	0.0102040816326531	6574	1642	#N/A	441	44.61	Tnon_mito
ENSG00000186063	AIDA	3.045	4.992	0.610	Neither	0.696023	0.2301	0.379859	no	0.280	3.906	0.072	0.571815718157182	4050	206	#N/A	921	38.46	Tnon_mito
ENSG00000126878	AIF1L	4.358	4.668	0.934	Neither	0.261163	0.63205	0.750407	no	0.400	3.653	0.110	3.75229357798165	3515	261	480	531	53.82	Tnon_mito
ENSG00000156709	AIFM1	9.685	9.260	1.046	Neither	-0.238435	0.67805	0.785702	no	0.889	7.246	0.123	0.888972431077694	2468	904	109	1842	42.98	Tmito
ENSG00000042286	AIFM2	7.830	11.446	0.684	Neither	1.7323	0.00275	0.0093326	yes	0.719	8.956	0.080	6.08219178082192	3247	200	32	1122	50.25	Tmito
ENSG00000146416	AIG1	3.762	14.852	0.253	depleted	5.91422	0.00005	0.000236361	yes	0.345	11.621	0.030	1.15025252525253	3636	148	#N/A	738	39.67	Tnon_mito
ENSG00000112297	AIM1	2.280	1.464	1.557	Neither	-1.90119	0.00155	0.00559531	yes	0.209	1.145	0.183	#N/A	9909	486	3411	6396	40.13	Tnon_mito
ENSG00000176092	AIM1L	0.512	1.195	0.428	Neither	1.38501	0.0142	0.0399657	yes	0.047	0.935	0.050	#N/A	5245	115	47	4986	52.58	Tnon_mito
ENSG00000164022	AIMP1	12.568	34.618	0.363	depleted	3.6379	0.00005	0.000236361	yes	1.154	27.087	0.043	0.688487584650113	2586	648	798	1011	36.71	Tnon_mito
