Significant	-LOG(P-value)'	Difference	Number	Checked	Protein-FDR-Confidence-Combined	Master	Accession	Gene-Name	Exp.-q-value-Combined	Sum-PEP-Score	Coverage	Num-Peptides	Num-PSMs	Num-Unique-Peptides	Num-AAs	MW	pI	Score-Mascot	Num-Peptides-Mascot	Num-Protein-Pathway-Groups	Num-Razor-Peptides	Num-Protein-Groups	Contaminant	Abundances-126	Abundances-127N	Abundances-127C	Abundances-128N	Abundances-128C	Abundances-129N	Abundances-129C	Abundances-130N	Abundances-130C	Abundances-131
	0.834143621	0.185565662	1518	FALSE	High	Master Protein	Q9H6R3	ACSS3	NA	45.19	22	14	21	14	686	74.7	8.63	171	14	6	NA	1	TRUE	8.075746536	8.076281548	7.543805122	7.940753937	7.664625168	7.9652071	7.959422588	8.15835762	8.084277153	8.061776161
	1.49794176	0.177776337	34	FALSE	High	Master Protein	P60709	ACTB	NA	284.268	74	22	465	1	375	41.7	5.48	6920	22	102	38	1	TRUE	8.652845383	8.60436821	8.403012276	8.476948738	8.390599251	8.557655334	8.61875248	8.73470974	8.700439453	8.805098534
	1.15206521	0.212418175	1083	FALSE	High	Master Protein	Q562R1	ACTBL2	NA	57.639	23	8	157	3	376	42	5.59	1329	8	NA	NA	1	TRUE	8.557271957	8.457381248	8.545351028	8.466790199	8.033423424	8.569476128	8.53838253	8.680535316	8.628627777	8.70528698
	1.713992176	0.394475079	271	FALSE	High	Master Protein	P68032	ACTC1	NA	124.355	53	18	237	7	377	42	5.39	1859	18	9	NA	1	TRUE	6.18189764	6.137503624	5.725195885	6.046578407	5.523561954	6.221103668	6.283551216	6.332707882	6.272396564	6.477353573
	0.477570885	0.239547539	33	FALSE	High	Master Protein	P63261	ACTG1	NA	285.369	74	22	407	1	375	41.8	5.48	5434	22	80	NA	1	TRUE	6.153805256	6.219168663	6.135452747	6.390598774	6.112699986	5.797012806	5.995484352	6.718361855	6.790511608	6.908092499
	0.109787686	0.032683563	1699	FALSE	High	Master Protein	O96019	ACTL6A	NA	41.612	34	12	25	12	429	47.4	5.6	213	12	18	NA	1	TRUE	5.725195885	5.73606348	5.495055676	6.002252579	5.412781715	5.658211708	5.658211708	5.809928894	5.608809471	5.79960537
	0.383854822	0.102636337	85	FALSE	High	Master Protein	P12814	ACTN1	NA	188.45	53	41	108	21	892	103	5.41	1106	41	24	1	1	TRUE	7.408542156	7.396605015	7.258330345	7.139551163	6.777419567	7.194756985	7.351380825	7.303780556	7.336283207	7.30742836
	0	NaN	894	FALSE	High	Master Protein	P35609	ACTN2	NA	65.523	18	16	44	2	894	103.8	5.45	610	16	36	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
+	1.650608679	0.469788837	1635	FALSE	High	Master Protein	Q08043	ACTN3	NA	42.87	13	11	25	1	901	103.2	5.52	456	11	15	NA	1	TRUE	6.151777744	5.928370476	5.768184185	6.18189764	5.311067104	6.264911652	6.249824524	6.380244732	6.277984619	6.51727581
	1.660922197	0.378607178	11	FALSE	High	Master Protein	O43707	ACTN4	NA	413.431	68	53	326	37	911	104.8	5.44	3665	53	18	11	1	TRUE	9.518456459	9.275425911	9.18735218	9.089053154	8.711151123	9.516290665	9.485024452	9.592082977	9.525912285	9.555164337
	0.431835354	0.109937572	2267	FALSE	High	Master Protein	Q9NZ32	ACTR10	NA	31.965	27	9	16	9	417	46.3	7.37	96	9	19	NA	1	TRUE	6.835418701	6.514122486	6.426264763	6.209453583	6.633721828	6.501439095	6.692092419	6.676662445	6.532940388	6.765534878
+	1.660371632	0.475035667	777	FALSE	High	Master Protein	P61163	ACTR1A	NA	71.839	39	13	49	10	376	42.6	6.64	394	13	33	2	1	TRUE	7.157852173	7.137503624	6.611762524	6.411087036	6.480588436	7.137503624	7.21529007	7.397460938	7.221103668	7.202613831
+	1.791366871	0.564802265	2146	FALSE	High	Master Protein	P42025	ACTR1B	NA	33.742	24	9	23	6	376	42.3	6.4	159	9	5	NA	1	TRUE	6.323730469	6.004501343	5.442943573	5.446256161	5.578938484	6.209453583	6.378511429	6.35931015	6.155830383	6.51727581
	0.233688518	0.071175289	1769	FALSE	High	Master Protein	P61160	ACTR2	NA	40.089	29	9	21	9	394	44.7	6.74	161	9	18	NA	1	TRUE	7.334496975	7.162894726	7.035624027	7.003377438	6.711494923	6.995484352	7.164906979	7.250771999	6.916476727	7.276124477
	1.471135831	-0.358461189	884	FALSE	High	Master Protein	P61158	ACTR3	NA	66.27	45	16	37	16	418	47.3	5.88	524	16	16	NA	1	TRUE	6.935459614	6.875288486	6.846744061	7.008988857	6.277984619	6.419538975	6.263034344	6.462706566	6.427941322	6.578938484
	1.465667696	-0.168922043	4511	FALSE	High	Master Protein	Q9H9F9	ACTR5	NA	10.514	8	5	20	5	607	68.3	5.27	86	5	8	NA	1	TRUE	6.866660595	6.963474274	7.154818058	6.837943077	6.79181385	6.762880325	6.699051857	6.790511608	6.745506287	6.772149563
	1.371114006	0.240860844	4309	FALSE	High	Master Protein	Q9GZN1	ACTR6	NA	11.692	7	2	3	2	396	45.8	5.03	65	2	NA	NA	1	TRUE	7.062855721	6.897240639	6.69766283	6.632268429	6.66675663	6.960001945	7.080018044	7.069315434	6.857981205	7.193771839
	0.223989074	0.066528893	4386	FALSE	High	Master Protein	Q9H981	ACTR8	NA	11.279	8	5	5	5	624	70.4	7.78	55	5	8	NA	1	TRUE	6.459431648	6.34695673	6.366322041	6.529820919	5.993221283	6.462706566	6.195741177	6.41447401	6.300123692	6.655351639
+	1.825997746	0.494544697	6646	FALSE	High	Master Protein	Q8TDG2	ACTRT1	0.045	2.01	3	1	2	1	376	41.7	6.79	NA	1	NA	NA	1	TRUE	7.426264763	7.199672222	6.78398037	7.088523388	6.671010017	7.26584959	7.436295033	7.745506287	7.585713863	7.608809471
	0.132256666	0.033145523	5107	FALSE	High	Master Protein	Q03154	ACY1	0.001	7.261	12	4	5	4	408	45.9	6.18	49	4	12	NA	1	TRUE	5.981852531	5.97728014	5.680886745	5.614709854	5.741466999	5.993221283	5.655351639	5.830356598	5.776103973	5.906890392
	1.255135686	-0.157786942	3357	FALSE	High	Master Protein	P07311	ACYP1	NA	19.13	57	6	14	6	99	11.3	9.31	135	6	1	NA	1	TRUE	6.055282593	5.865424156	6.081083775	6.08958292	5.963474274	5.675251484	5.773468971	5.981852531	5.918863297	5.916476727
	0.080618289	-0.017542839	4545	FALSE	High	Master Protein	P14621	ACYP2	NA	10.338	53	6	12	6	99	11.1	9.5	74	6	1	NA	1	TRUE	6.772149563	6.679480076	6.404290199	6.540709496	6.652486324	6.605849743	6.437960148	6.633721828	6.554588795	6.729280949
	0	NaN	6772	FALSE	High	Master Protein	Q8NCV1	ADAD2	0.06	1.793	1	1	1	1	583	61.7	8.84	NA	1	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	5572	FALSE	High	Master Protein	Q6DHV7	ADAL	0.002	5.194	9	3	3	3	355	40.2	6.32	31	3	6	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.758854466	-0.107592964	4217	FALSE	High	Master Protein	O14672	ADAM10	NA	12.261	4	2	2	2	748	84.1	7.77	77	2	41	NA	1	TRUE	5.658211708	5.67242527	5.357552052	5.482203007	5.56985569	5.452858925	5.587965012	5.34695673	5.442943573	5.371558666
	0.453291936	0.103493309	209	FALSE	High	Master Protein	P55265	ADAR	NA	138.508	37	40	103	40	1226	136	8.65	367	40	12	NA	1	TRUE	7.23361969	7.124121189	6.969242573	7.031218529	6.726558685	6.993221283	6.966938019	7.242221355	7.140573978	7.259272575
	0	NaN	5814	FALSE	High	Master Protein	Q9BUB4	ADAT1	0.004	4.364	4	2	2	2	502	55.4	9.01	22	2	3	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.699492314	0.140200424	5634	FALSE	High	Master Protein	Q7Z6V5	ADAT2	0.003	4.979	13	3	4	3	191	21	6.74	35	3	3	NA	1	TRUE	6.431288719	6.298291683	5.914085865	6.224966526	5.954196453	6.296457291	6.279842854	6.334496975	6.305605888	6.30742836
	0	NaN	6198	FALSE	High	Master Protein	Q96EY9	ADAT3	0.015	3.116	4	1	1	1	351	38	7.88	38	1	3	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	5801	FALSE	High	Master Protein	O60503	ADCY9	0.004	4.401	1	1	1	1	1353	150.6	7.34	NA	1	80	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.421021249	0.074244213	856	FALSE	High	Master Protein	P35611	ADD1	NA	67.545	23	13	38	13	737	80.9	5.83	462	13	11	NA	1	TRUE	7.187847137	7.081083775	6.899659157	6.866660595	6.752213478	7.038918972	7.022367954	7.024585724	6.986411095	7.086401463
	1.125168714	0.195765018	973	FALSE	High	Master Protein	Q9UEY8	ADD3	NA	61.891	40	21	39	21	706	79.1	6.32	283	21	2	NA	1	TRUE	7.095924377	7.004501343	6.822730064	7.113742352	6.632268429	7.111657143	7.127220631	7.132371426	7.049848557	7.226893902
	0	NaN	7025	FALSE	High	Master Protein	Q8IWK6	ADGRA3	0.098	1.428	2	2	2	2	1321	146.1	8.48	NA	2	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	5115	FALSE	High	Master Protein	Q8IZP9	ADGRG2	0.001	7.22	3	2	4	2	1017	111.5	7.55	32	2	1	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	1.680093809	0.131990719	5503	FALSE	High	Master Protein	O94910	ADGRL1	0.002	5.451	1	1	1	1	1474	162.6	6.6	56	1	1	NA	1	TRUE	5.822730064	5.741466999	5.797012806	5.741466999	5.730639935	5.894817829	5.981852531	5.865424156	5.990954876	5.760221004
	0	NaN	6697	FALSE	High	Master Protein	Q8WXG9	ADGRV1	0.051	1.918	1	3	3	3	6306	692.6	4.64	NA	3	1	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	1.894522301	0.344699192	2077	FALSE	High	Master Protein	P11766	ADH5	NA	34.934	34	11	31	11	374	39.7	7.49	156	11	15	NA	1	TRUE	7.044394016	6.94251442	6.542258263	6.936637878	6.566815376	7.203592777	7.100136757	7.223036289	7.096978664	7.132371426
	0.923337965	-0.274755859	3667	FALSE	High	Master Protein	Q9BV57	ADI1	NA	16.232	31	6	10	6	179	21.5	5.68	80	6	7	NA	1	TRUE	7.869748116	7.728600979	8.318768501	8.202613831	7.519636154	7.566053867	7.578938484	7.746850014	7.817623138	7.55612278
	2.511111614	0.286712742	1998	FALSE	High	Master Protein	P55263	ADK	NA	36.123	34	12	18	12	362	40.5	6.7	89	12	6	NA	1	TRUE	6.738767624	6.525129318	6.407692432	6.461070061	6.472487926	6.865424156	6.808642387	6.69766283	6.758889198	6.908092499
	0.468652636	0.056381989	1038	FALSE	High	Master Protein	Q9H2P0	ADNP	NA	58.943	24	23	40	23	1102	123.5	7.34	245	23	NA	NA	1	TRUE	7.708738804	7.830990314	7.558420658	7.617650986	7.605849743	7.696271896	7.681589603	7.829722881	7.705977917	7.68999815
	0.692178983	0.121343803	6044	FALSE	High	Master Protein	Q6IQ32	ADNP2	0.008	3.645	1	1	1	1	1131	122.8	9.16	21	1	NA	NA	1	TRUE	6.665336132	6.661065578	6.373300076	6.407692432	6.548436642	6.531381607	6.503030777	6.643856049	6.822730064	6.76155138
+	3.022588177	-0.474690914	3695	FALSE	High	Master Protein	Q96SZ5	ADO	NA	15.978	43	7	11	7	270	29.7	6.04	76	7	6	NA	1	TRUE	7.162894726	7.469234943	7.145677567	7.411087036	7.445428848	7.012345314	6.795714855	6.671010017	6.825276852	6.956521511
	0.624682971	0.259473419	5520	FALSE	High	Master Protein	Q9BRR6	ADPGK	0.002	5.379	9	2	2	2	497	54.1	6.2	14	2	7	NA	1	TRUE	5.405992508	5.405992508	4.548436642	5.643856049	5.13339901	5.638073921	5.539158821	5.635173798	5.378511429	5.244125843
	0.14117306	-0.034987259	2892	FALSE	High	Master Protein	Q9NX46	ADPRHL2	NA	23.782	15	4	6	4	363	38.9	5.07	100	4	5	NA	1	TRUE	7.131342411	7.116863728	7.04548645	7.121015549	6.710117817	6.997744083	6.9331007	7.174925804	6.869131088	6.974987984
	0.565860399	0.109425545	2911	FALSE	High	Master Protein	Q16186	ADRM1	NA	23.556	24	9	18	9	407	42.1	5.07	144	9	5	NA	1	TRUE	6.52199316	6.642412663	6.617650986	6.648177624	6.259272575	6.578938484	6.545350552	6.68369627	6.57440424	6.854245186
	0.552518655	0.168828964	2587	FALSE	High	Master Protein	P30566	ADSL	NA	27.454	26	11	19	11	484	54.9	7.11	145	11	8	NA	1	TRUE	6.545350552	6.43462801	6.263034344	6.352264404	5.770829201	6.487036228	6.247927666	6.437960148	6.432959557	6.604367733
	1.032021338	0.299962425	1366	FALSE	High	Master Protein	P30520	ADSS	NA	48.867	39	13	25	12	456	50.1	6.55	218	13	8	1	1	TRUE	7.08958292	7.180903912	6.532940388	6.85673666	6.395748138	7.036723137	7.030115128	7.223036289	7.095924377	7.169925213
	0.202238778	0.036743832	3164	FALSE	High	Master Protein	Q8N142	ADSSL1	NA	20.992	19	7	8	6	457	50.2	8.59	76	7	7	NA	1	TRUE	5.596935272	5.705977917	5.611762524	5.442943573	5.399170876	5.66675663	5.459431648	5.655351639	5.495055676	5.663913727
	0.836143049	0.267283821	3597	FALSE	High	Master Protein	Q6ZN18	AEBP2	NA	16.905	14	4	4	4	517	54.4	5.21	149	4	9	NA	1	TRUE	6.635173798	6.781359673	6.73470974	6.011227131	6.205548763	6.536052704	6.663913727	6.864186287	6.809928894	6.830356598
	0	NaN	5972	FALSE	High	Master Protein	Q8N556	AFAP1	0.006	3.856	5	3	5	3	730	80.7	8.68	NA	3	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.240134179	0.030304432	901	FALSE	High	Master Protein	P55196	AFDN	NA	65.278	16	25	27	25	1824	206.7	6.47	236	25	7	NA	1	TRUE	6.824004173	6.663913727	6.575917244	6.699051857	6.617650986	6.73470974	6.602884293	6.678071976	6.74953413	6.766860008
	0	NaN	6719	FALSE	High	Master Protein	P51825	AFF1	0.054	1.869	1	1	3	1	1210	131.3	9.2	NA	1	1	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	1.149451124	0.369817638	5273	FALSE	High	Master Protein	P51826	AFF3	0.002	6.442	3	4	5	3	1226	133.4	8.1	24	4	NA	NA	1	TRUE	7.624978065	7.454504967	6.861707211	6.782670498	7.412781715	7.548436642	7.613973618	7.737416267	7.426264763	7.659639359
	0.925370434	0.1186553	2196	FALSE	High	Master Protein	Q9UHB7	AFF4	NA	32.862	12	12	15	12	1163	127.4	9.31	81	12	5	NA	1	TRUE	6.752213478	6.701826096	6.554588795	6.886306286	6.525129318	6.832890034	6.807354927	6.74953413	6.826548576	6.797012806
	1.861829292	0.366427803	1971	FALSE	High	Master Protein	Q9Y4W6	AFG3L2	NA	36.67	20	17	21	16	797	88.5	8.66	120	17	3	1	1	TRUE	5.909293175	5.85299778	6.070389271	5.572889805	5.498250961	5.993221283	6.226893902	6.102238178	6.161887646	6.251718998
	0.087920633	-0.007634163	1740	FALSE	High	Master Protein	Q6ULP2	AFTPH	NA	40.663	16	13	19	13	936	102.1	4.54	138	13	NA	NA	1	TRUE	6.587965012	6.592456818	6.523561954	6.55612278	6.537606716	6.529820919	6.454504967	6.595444202	6.559185982	6.620586395
	0.545128114	-0.160289097	4151	FALSE	High	Master Protein	P20933	AGA	NA	12.656	12	2	3	2	346	37.2	6.28	74	2	5	NA	1	TRUE	5.462706566	5.491853237	5.459431648	5.575917244	5.209453583	5.714245319	5.224966526	5.074676514	5.008988857	5.375039577
	0	NaN	4999	FALSE	High	Master Protein	Q9UPQ3	AGAP1	0.001	7.813	6	4	6	2	857	94.4	7.94	63	4	1	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.519259594	0.135464191	3468	FALSE	High	Master Protein	Q96P47	AGAP3	NA	18.025	9	6	14	4	875	95	7.97	103	6	1	NA	1	TRUE	6.787902355	6.47573328	6.257387638	6.334496975	6.189824581	6.648177624	6.41447401	6.439623356	6.487036228	6.733354568
	0.035268876	-0.005439281	1805	FALSE	High	Master Protein	P52594	AGFG1	NA	39.419	24	9	16	9	562	58.2	8.63	246	9	5	NA	1	TRUE	5.944858551	5.94016695	5.847996712	5.768184185	5.692092419	5.804776192	5.825276852	5.892391205	5.770829201	5.87282896
	0.091832489	-0.019464111	4849	FALSE	High	Master Protein	O95081	AGFG2	0.001	8.601	8	4	7	4	481	48.9	9.11	65	4	NA	NA	1	TRUE	6.565292358	6.560714722	6.436295033	6.753551006	6.341629982	6.498250961	6.566815376	6.424586296	6.617650986	6.452858925
	0.18789114	-0.082537651	3054	FALSE	High	Master Protein	Q8N302	AGGF1	NA	22.007	13	7	8	7	714	80.9	5.44	53	7	4	NA	1	TRUE	6.750874519	6.722465992	6.557655334	6.43462801	7.428779125	6.742814541	6.772149563	6.649615288	6.626439095	6.690696239
	1.560290265	0.076621056	6479	FALSE	High	Master Protein	Q53H12	AGK	0.029	2.378	2	1	1	1	422	47.1	8.09	27	1	10	NA	1	TRUE	6.598424911	6.676662445	6.616181374	6.690696239	6.705977917	6.742814541	6.793115616	6.673839092	6.731997967	6.729280949
	1.353847745	0.185965824	607	FALSE	High	Master Protein	P35573	AGL	NA	84.274	24	32	50	32	1532	174.7	6.76	215	32	10	NA	1	TRUE	7.84611702	7.765534878	7.561479092	7.611762524	7.478162766	7.773468971	7.719046593	7.918863297	7.872213364	7.909293175
	0.331377199	-0.059157562	1382	FALSE	High	Master Protein	Q9UL18	AGO1	NA	48.45	26	17	22	10	857	97.2	9.16	157	17	32	4	1	TRUE	6.673839092	6.67242527	6.633721828	6.630813122	6.276124477	6.459431648	6.537606716	6.525129318	6.540709496	6.528258801
	0.818958228	0.338622761	2044	FALSE	High	Master Protein	Q9UKV8	AGO2	NA	35.465	20	14	15	9	859	97.1	9.19	124	14	26	NA	1	TRUE	7.424586296	7.25266552	7.110613823	6.334496975	6.536052704	7.294620514	7.318316936	7.352264404	7.174925804	7.211401463
	0	NaN	2441	FALSE	High	Master Protein	Q9H9G7	AGO3	NA	29.39	19	11	12	5	860	97.3	9.11	108	11	31	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	6318	FALSE	High	Master Protein	Q99943	AGPAT1	0.018	2.787	7	1	1	1	283	31.7	9.38	33	1	13	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
+	2.646959354	0.396918964	5336	FALSE	High	Master Protein	Q9NRZ7	AGPAT3	0.002	6.164	12	5	7	5	376	43.4	8.72	14	5	15	NA	1	TRUE	7.324630737	7.23361969	6.934280396	6.95186758	6.914085865	7.454504967	7.540709496	7.469234943	7.381975651	7.496654034
	2.421128158	-0.259617519	697	FALSE	High	Master Protein	O00116	AGPS	NA	77.396	35	18	36	18	658	72.9	7.34	435	18	7	NA	1	TRUE	6.802193165	6.92243576	6.837943077	7.088523388	6.876516819	6.509379387	6.602884293	6.740118027	6.69766283	6.679480076
	0	NaN	6921	FALSE	High	Master Protein	P30556	AGTR1	0.08	1.563	2	1	1	1	359	41	9.35	NA	1	28	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.087382334	-0.04140873	4399	FALSE	High	Master Protein	Q6RW13	AGTRAP	NA	11.207	30	3	6	3	159	17.4	6.14	55	3	4	NA	1	TRUE	3.572889566	3.378511667	3.40599227	3.906890631	3.185866594	3.153805256	3.153805256	3.711494923	3.523561954	3.700439692
	1.714738762	0.349584389	392	FALSE	High	Master Protein	Q8WYP5	AHCTF1	NA	104.798	16	30	38	30	2266	252.3	6.6	499	30	17	NA	1	TRUE	7.152791977	6.883865356	6.726558685	6.526694775	6.580447197	7.066089153	7.038918972	7.257387638	7.098031998	7.157852173
	1.453524597	0.141360855	764	FALSE	High	Master Protein	P23526	AHCY	NA	72.399	31	13	43	13	432	47.7	6.34	423	13	18	NA	1	TRUE	8.565292358	8.5834589	8.523169518	8.658925056	8.365447998	8.656424522	8.616548538	8.751209259	8.740118027	8.63879776
	1.426911651	0.319348812	962	FALSE	High	Master Protein	O43865	AHCYL1	NA	62.338	31	14	37	7	530	58.9	6.89	281	14	33	NA	1	TRUE	6.035624027	5.997744083	5.79181385	5.997744083	5.412781715	6.240314484	6.017921925	6.281698227	6.061776161	6.230741024
	1.90717802	0.240629482	1347	FALSE	High	Master Protein	Q96HN2	AHCYL2	NA	49.354	28	14	25	7	611	66.7	7.36	231	14	8	6	1	TRUE	7.088523388	7.13031292	6.928370476	6.877744198	6.737416267	7.129282951	7.206525803	7.241268158	7.154818058	7.23361969
	0	NaN	6439	FALSE	High	Master Protein	Q5TGY3	AHDC1	0.026	2.503	2	3	3	3	1603	168.2	9.04	NA	3	1	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.970946805	-0.102737617	260	FALSE	High	Master Protein	Q09666	AHNAK	NA	126.759	23	51	85	51	5890	628.7	6.15	413	51	NA	NA	1	TRUE	7.591709137	7.504620552	7.467605591	7.552284718	7.411087036	7.282625198	7.393176079	7.56985569	7.405141354	7.362820625
	0	NaN	6746	FALSE	High	Master Protein	Q8IVF2	AHNAK2	0.056	1.84	2	4	5	4	5795	616.2	5.36	NA	4	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	6043	FALSE	High	Master Protein	A9YTQ3	AHRR	0.008	3.646	1	1	1	1	701	76.2	8.84	22	1	9	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	1.274526238	0.213681602	703	FALSE	High	Master Protein	O95433	AHSA1	NA	76.96	61	15	47	15	338	38.3	5.53	292	15	1	NA	1	TRUE	6.798309803	6.802193165	6.661065578	6.76155138	6.3128829	6.8740592	6.81121397	6.92243576	6.881420135	6.915281773
	0	NaN	5662	FALSE	High	Master Protein	P02765	AHSG	0.003	4.868	4	2	2	2	367	39.3	5.72	58	2	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	1.274855993	0.234461975	2552	FALSE	High	Master Protein	Q96BJ3	AIDA	NA	27.869	16	4	7	4	306	35	6.55	106	4	NA	NA	1	TRUE	7.470862389	7.360188484	7.246027946	7.075746536	6.921246052	7.382840157	7.407692432	7.536052704	7.401732922	7.518063068
	0.797053901	0.130446625	4482	FALSE	High	Master Protein	Q9BQI0	AIF1L	NA	10.677	31	5	6	5	150	17.1	7.2	49	5	NA	NA	1	TRUE	6.912889481	6.908092499	6.640967846	6.768184185	6.499845982	6.855491638	6.870364666	6.95186758	6.915281773	6.789207458
+	2.801189317	0.540111923	725	FALSE	High	Master Protein	O95831	AIFM1	NA	75.208	39	18	43	18	613	66.9	8.95	300	18	4	NA	1	TRUE	7.98413372	7.834155083	7.388878345	7.636624813	7.432959557	8.173427582	8.218684196	8.248876572	8.162895203	8.173427582
	0.967607203	0.224179268	830	FALSE	High	Master Protein	Q12904	AIMP1	NA	69.084	57	16	43	16	312	34.3	8.43	327	16	8	NA	1	TRUE	6.970393658	6.78398037	6.387155533	6.854245186	6.416164398	6.923624516	6.989820004	6.862947464	6.79181385	6.96462965
	0.107101101	-0.040497017	2652	FALSE	High	Master Protein	Q13155	AIMP2	NA	26.567	31	8	15	8	320	35.3	8.22	131	8	10	NA	1	TRUE	6.936637878	6.994353294	6.830356598	7.094869614	6.395748138	6.645298004	6.69766283	6.981852531	6.742814541	6.981852531
	0.540038072	0.119649792	1393	FALSE	High	Master Protein	O00170	AIP	NA	48.248	45	12	17	12	330	37.6	6.29	243	12	11	NA	1	TRUE	7.764871597	7.666046619	7.29278183	7.600656509	7.296457291	7.510170937	7.624978065	7.743487835	7.634448051	7.705977917
	0	NaN	5984	FALSE	High	Master Protein	Q96IF1	AJUBA	0.007	3.821	4	2	2	2	538	56.9	7.14	19	2	16	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	1.095424427	0.213648415	1479	FALSE	High	Master Protein	P00568	AK1	NA	45.982	68	12	19	12	194	21.6	8.63	282	12	6	NA	1	TRUE	6.727920532	6.686500549	6.429615974	6.974987984	6.404290199	6.834155083	6.817623138	6.918863297	6.865424156	6.855491638
	0.554874479	-0.054525661	742	FALSE	High	Master Protein	P54819	AK2	NA	73.616	63	14	65	14	239	26.5	7.81	502	14	6	NA	1	TRUE	7.666046619	7.613236904	7.492654324	7.567575932	7.422064781	7.477353573	7.466790199	7.532940388	7.46188879	7.549977303
	1.564531806	0.238548946	1798	FALSE	High	Master Protein	Q9UIJ7	AK3	NA	39.586	57	13	18	13	227	25.6	9.16	138	13	3	NA	1	TRUE	6.566815376	6.710117817	6.426264763	6.651051521	6.228818893	6.754887581	6.800899982	6.795714855	6.703211308	6.721099377
	0.673895835	0.20346384	3948	FALSE	High	Master Protein	P27144	AK4	NA	14.12	20	4	7	4	223	25.3	8.4	65	4	6	NA	1	TRUE	7.294620514	7.323730469	7.219168663	7.627169132	6.914085865	7.472487926	7.17292738	7.439623356	7.782015324	7.52903986
	0.540823876	0.164920616	2483	FALSE	High	Master Protein	Q9Y3D8	AK6	NA	28.727	60	6	12	6	172	20	4.58	178	6	7	NA	1	TRUE	5.29278183	5.035624027	5.004501343	4.990954876	4.426264763	5.157852173	5.149746895	5.104336739	5.008988857	5.153805256
	1.284151506	0.227302933	4681	FALSE	High	Master Protein	Q92667	AKAP1	NA	9.556	9	5	7	5	903	97.3	4.94	56	5	5	NA	1	TRUE	6.74953413	6.417852402	6.277984619	6.345183372	6.611762524	6.687900543	6.592456818	6.806066036	6.622051716	6.830356598
	0.107575375	-0.029592609	5181	FALSE	High	Master Protein	O43572	AKAP10	0.001	6.878	10	5	6	5	662	73.8	6.39	49	5	3	NA	1	TRUE	5.416164398	5.70043993	5.95186758	5.507794857	5.56985569	5.584962368	5.469234943	5.593951225	5.605849743	5.744161129
	1.614671354	0.187380219	2310	FALSE	High	Master Protein	Q9UKA4	AKAP11	NA	31.394	6	10	12	10	1901	210.4	5.39	104	10	1	NA	1	TRUE	6.993221283	7.030115128	6.802193165	6.867896557	6.70043993	6.981852531	7.084276676	7.152791977	7.02014637	7.0916996
	0.821873147	0.129521847	21	FALSE	High	Master Protein	Q02952	AKAP12	NA	327.365	60	76	155	76	1782	191.4	4.41	1299	76	1	NA	1	TRUE	7.854868412	7.804131031	7.454504967	7.560714722	7.758223057	7.832890034	7.837312698	7.734032154	7.776762009	7.899054527
	1.893646318	-0.197814941	426	FALSE	High	Master Protein	Q12802	AKAP13	NA	100.144	18	35	47	35	2813	307.4	5.24	267	35	12	NA	1	TRUE	6.679480076	6.510962009	6.566815376	6.841721535	6.554588795	6.376776695	6.447909832	6.444600582	6.417852402	6.477353573
	0.782044389	0.132960129	5853	FALSE	High	Master Protein	Q02040	AKAP17A	0.004	4.264	2	2	2	2	695	80.7	9.73	NA	2	NA	NA	1	TRUE	5.979568005	5.842978954	6.066089153	6.147713661	6.112699986	6.139551163	5.949534893	6.362820625	6.129282951	6.23266077
